no;bagian;fungsi;nama;nopek;january_training;january_sertifikasi_kompetensi;january_mobile_learning;february_training;february_sertifikasi_kompetensi;february_mobile_learning;march_training;march_sertifikasi_kompetensi;march_mobile_learning;april_training;april_sertifikasi_kompetensi;april_mobile_learning;may_training;may_sertifikasi_kompetensi;may_mobile_learning;june_training;june_sertifikasi_kompetensi;june_mobile_learning;july_training;july_sertifikasi_kompetensi;july_mobile_learning;august_training;august_sertifikasi_kompetensi;august_mobile_learning;september_training;september_sertifikasi_kompetensi;september_mobile_learning;data_issue
794;Utilities;Processing Line C;Employee_0794;ID0794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
795;Utilities;Processing Line C;Employee_0795;ID0795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
796;Utilities;Processing Line C;Employee_0796;ID0796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
797;Utilities;Processing Line C;Employee_0797;ID0797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
798;Utilities;Processing Line C;Employee_0798;ID0798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;FALSE
799;Utilities;Processing Line C;Employee_0799;ID0799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
800;Utilities;Processing Line C;Employee_0800;ID0800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;FALSE
801;Utilities;Processing Line C;Employee_0801;ID0801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
802;Utilities;Processing Line C;Employee_0802;ID0802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
803;Utilities;Processing Line C;Employee_0803;ID0803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
804;Utilities;Processing Line C;Employee_0804;ID0804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
805;Utilities;Processing Line C;Employee_0805;ID0805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
806;Utilities;Processing Line C;Employee_0806;ID0806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
807;Utilities;Processing Line C;Employee_0807;ID0807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
808;Utilities;Processing Line C;Employee_0808;ID0808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
809;Utilities;Processing Line C;Employee_0809;ID0809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
810;Utilities;Processing Line C;Employee_0810;ID0810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;FALSE
811;Utilities;Processing Line C;Employee_0811;ID0811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
812;Utilities;Processing Line C;Employee_0812;ID0812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
813;Utilities;Processing Line C;Employee_0813;ID0813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
814;Refinery Business & Optimization;Business Performance & Optimization;Employee_0814;ID0814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
815;Refinery Planning;Business Performance & Optimization;Employee_0815;ID0815;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
816;Refinery Planning;Business Performance & Optimization;Employee_0816;ID0816;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
817;Refinery Planning;Business Performance & Optimization;Employee_0817;ID0817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
818;Refinery Planning;Business Performance & Optimization;Employee_0818;ID0818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
819;Refinery Planning;Business Performance & Optimization;Employee_0819;ID0819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
820;Supply Chain & Distribution;Business Performance & Optimization;Employee_0820;ID0820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
821;Supply Chain & Distribution;Business Performance & Optimization;Employee_0821;ID0821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
822;Supply Chain & Distribution;Business Performance & Optimization;Employee_0822;ID0822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
823;Supply Chain & Distribution;Business Performance & Optimization;Employee_0823;ID0823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
824;Supply Chain & Distribution;Business Performance & Optimization;Employee_0824;ID0824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
825;Supply Chain & Distribution;Business Performance & Optimization;Employee_0825;ID0825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
826;Supply Chain & Distribution;Business Performance & Optimization;Employee_0826;ID0826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
827;Supply Chain & Distribution;Business Performance & Optimization;Employee_0827;ID0827;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;FALSE
828;Supply Chain & Distribution;Business Performance & Optimization;Employee_0828;ID0828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
829;Supply Chain & Distribution;Business Performance & Optimization;Employee_0829;ID0829;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
830;Supply Chain & Distribution;Business Performance & Optimization;Employee_0830;ID0830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
831;Supply Chain & Distribution;Business Performance & Optimization;Employee_0831;ID0831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
832;Supply Chain & Distribution;Business Performance & Optimization;Employee_0832;ID0832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
833;Performance Business & Evaluation;Business Performance & Optimization;Employee_0833;ID0833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
834;Performance Business & Evaluation;Business Performance & Optimization;Employee_0834;ID0834;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;FALSE
835;Performance Business & Evaluation;Business Performance & Optimization;Employee_0835;ID0835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
836;Performance Business & Evaluation;Business Performance & Optimization;Employee_0836;ID0836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
837;Maintenance Planning & Support;Maintenance Strategy & Planning;Employee_0837;ID0837;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
838;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0838;ID0838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
839;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0839;ID0839;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
840;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0840;ID0840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
841;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0841;ID0841;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
842;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0842;ID0842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;FALSE
843;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0843;ID0843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
844;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0844;ID0844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
845;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0845;ID0845;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
846;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0846;ID0846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;FALSE
847;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0847;ID0847;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;FALSE
848;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0848;ID0848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
849;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0849;ID0849;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
850;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0850;ID0850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;FALSE
851;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0851;ID0851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
852;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0852;ID0852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
853;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0853;ID0853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
854;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0854;ID0854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
855;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0855;ID0855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
856;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0856;ID0856;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
857;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0857;ID0857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
858;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0858;ID0858;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;FALSE
859;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0859;ID0859;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;FALSE
860;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0860;ID0860;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
861;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0861;ID0861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
862;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0862;ID0862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
863;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0863;ID0863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
864;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0864;ID0864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
865;Planning & Scheduling;Maintenance Strategy & Planning;Employee_0865;ID0865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
866;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0866;ID0866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
867;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0867;ID0867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
868;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0868;ID0868;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
869;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0869;ID0869;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
870;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0870;ID0870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
871;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0871;ID0871;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;FALSE
872;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0872;ID0872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
873;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0873;ID0873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
874;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0874;ID0874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
875;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0875;ID0875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
876;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0876;ID0876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
877;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0877;ID0877;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;FALSE
878;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0878;ID0878;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;1;0;0;0;0;0;FALSE
879;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0879;ID0879;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
880;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0880;ID0880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
881;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0881;ID0881;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
882;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0882;ID0882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
883;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0883;ID0883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
884;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0884;ID0884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
885;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0885;ID0885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
886;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0886;ID0886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
887;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0887;ID0887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
888;Stationary &  Statutory Inspection;Maintenance Strategy & Planning;Employee_0888;ID0888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
889;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0889;ID0889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
890;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0890;ID0890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
891;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0891;ID0891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
892;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0892;ID0892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
893;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0893;ID0893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
894;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0894;ID0894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
895;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0895;ID0895;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;FALSE
896;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0896;ID0896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
897;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0897;ID0897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
898;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0898;ID0898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
899;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0899;ID0899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;FALSE
900;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0900;ID0900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
901;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0901;ID0901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
902;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0902;ID0902;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;FALSE
903;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0903;ID0903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
904;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0904;ID0904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
905;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0905;ID0905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
906;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0906;ID0906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
907;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0907;ID0907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;FALSE
908;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0908;ID0908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
909;Electrical & Instrument  Inspection;Maintenance Strategy & Planning;Employee_0909;ID0909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
910;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0910;ID0910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
911;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0911;ID0911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
912;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0912;ID0912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
913;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0913;ID0913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
914;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0914;ID0914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
915;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0915;ID0915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
916;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0916;ID0916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
917;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0917;ID0917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
918;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0918;ID0918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
919;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0919;ID0919;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
920;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0920;ID0920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
921;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0921;ID0921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
922;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0922;ID0922;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
923;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0923;ID0923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
924;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0924;ID0924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
925;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0925;ID0925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
926;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0926;ID0926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
927;Rotating Equipment  Inspection;Maintenance Strategy & Planning;Employee_0927;ID0927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
928;Maintenance Execution I;Mechanical Maintenance Team;Employee_0928;ID0928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
929;General Maintenance;Mechanical Maintenance Team;Employee_0929;ID0929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;FALSE
930;General Maintenance;Mechanical Maintenance Team;Employee_0930;ID0930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
931;General Maintenance;Mechanical Maintenance Team;Employee_0931;ID0931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
932;General Maintenance;Mechanical Maintenance Team;Employee_0932;ID0932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
933;General Maintenance;Mechanical Maintenance Team;Employee_0933;ID0933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
934;General Maintenance;Mechanical Maintenance Team;Employee_0934;ID0934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSE
