no,nama_pekerja,id_pekerja,bagian,fungsi,start_date,end_date,bulan,lokasi,dur,training_id,nama_pelatihan,layering,gender,sumber_data,educational_establishment,skill_group,jenis_pelatihan,valid_for_'year,expire_date,month_ed,year_ed,status,nama_lembaga/provider_sertifikasi,tgl_terima__sertifikat,data_issue
1068,Employee_0179,ID0179,Oil Movement 60 & NBM,Processing Line A,2025-07-03,2025-07-04,July,Jakarta,2,0329,Sertifikasi Petugas Pengukur Tanki,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,NULL,2025-07-04,7,2025,Aktif,NULL,NULL,False
1069,Employee_1046,ID1046,Maintenance Area 5,Electrical & Instrument Maintenance,2025-07-07,2025-07-16,July,Bandung,10,1303,Bimbingan Teknis Ketenagakerjaan,Jr. Staff,Female,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1070,Employee_1353,ID1353,Emergency & Insurance,"Health, Safety & Environment",2025-07-07,2025-07-16,July,Purwokerto,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Female,SAP,Training,HSSE Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1071,Employee_1473,ID1473,Asset Operation,Corporate Services,2025-07-07,2025-07-16,July,Cilacap,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Female,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1072,Employee_1455,ID1455,HC Business Partner,Human Capital & Talent,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1073,Employee_1343,ID1343,OPI,Operational Performance Improvement,2025-07-07,2025-07-16,July,Purwokerto,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1074,Employee_0834,ID0834,Performance Business & Evaluation,Business Performance & Optimization,2025-07-07,2025-07-16,July,Palembang,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Female,SAP,Training,engineering Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1075,Employee_0058,ID0058,Fuel Oil Complex II,Processing Line A,2025-07-07,2025-07-16,July,Purwokerto,10,1303,Bimbingan Teknis Ketenagakerjaan,Sr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1076,Employee_1315,ID1315,Project Engineering,Engineering & Innovation,2025-07-07,2025-07-16,July,Bogor,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,engineering Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1077,Employee_0224,ID0224,Oil Movement 60 & NBM,Processing Line A,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Sr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1078,Employee_1384,ID1384,Safety,"Health, Safety & Environment",2025-07-07,2025-07-16,July,Cilacap,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Female,SAP,Training,HSSE Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1079,Employee_1465,ID1465,Communication & Relation,Corporate Services,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1080,Employee_1437,ID1437,Warehousing,Supply Chain & Procurement,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Female,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1081,Employee_1419,ID1419,Inventory Control,Supply Chain & Procurement,2025-07-07,2025-07-16,July,Purwokerto,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1082,Employee_0288,ID0288,SRU & IPAL,Processing Line B,2025-07-07,2025-07-16,July,Yogyakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Jr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1083,Employee_0485,ID0485,Paraxylene,Processing Line B,2025-07-07,2025-07-16,July,Semarang,10,1303,Bimbingan Teknis Ketenagakerjaan,Jr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1084,Employee_0533,ID0533,RFCC,Processing Line C,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Sr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1085,Employee_0827,ID0827,Supply Chain & Distribution,Business Performance & Optimization,2025-07-07,2025-07-16,July,Cirebon,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,engineering Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1086,Employee_1008,ID1008,Maintenance Area 4,Mechanical Maintenance Team,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1087,Employee_0850,ID0850,Planning & Scheduling,Maintenance Strategy & Planning,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1088,Employee_1156,ID1156,Turn Around Area-I,Shutdown & Major Maintenance,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1089,Employee_1167,ID1167,Equipment Overhaul,Shutdown & Major Maintenance,2025-07-07,2025-07-16,July,Cilacap,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1090,Employee_1340,ID1340,Plant Reliability,Asset Reliability Management,2025-07-07,2025-07-16,July,Bandung,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1091,Employee_1064,ID1064,Maintenance Area 6,Electrical & Instrument Maintenance,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Jr. Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1092,Employee_1124,ID1124,Workshop,Electrical & Instrument Maintenance,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Jr. Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1093,Employee_0707,ID0707,Utilities,Processing Line C,2025-07-07,2025-07-16,July,Yogyakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Sr. Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1094,Employee_1462,ID1462,Legal Counsel,Corporate Services,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Male,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1095,Employee_1459,ID1459,Workforce Services,Human Capital & Talent,2025-07-07,2025-07-16,July,Jakarta,10,1303,Bimbingan Teknis Ketenagakerjaan,Staff,Female,SAP,Training,Supporting Group,Technical Training,NULL,2025-07-16,7,2025,Aktif,NULL,NULL,False
1096,Employee_0019,ID0019,Fuel Oil Complex I,Processing Line A,2025-07-07,2025-07-10,July,Purwokerto,4,3409,Basic Safety For Refinery (BSR),Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-10,7,2025,Aktif,NULL,NULL,False
1097,Employee_1312,ID1312,Project Engineering,Engineering & Innovation,2025-07-28,2025-07-30,July,Palembang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1098,Employee_1438,ID1438,Warehousing,Supply Chain & Procurement,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Female,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1099,Employee_1353,ID1353,Emergency & Insurance,"Health, Safety & Environment",2025-07-28,2025-07-28,July,Jakarta,1,4533,Sertifikasi Kader Norma Ketenagakerjaan,Staff,Female,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,NULL,2025-07-28,7,2025,Aktif,NULL,NULL,False
1100,Employee_1409,ID1409,Purchasing,Supply Chain & Procurement,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1101,Employee_0188,ID0188,Oil Movement 60 & NBM,Processing Line A,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1102,Employee_0182,ID0182,Oil Movement 60 & NBM,Processing Line A,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1103,Employee_0653,ID0653,GTO RFCC,Processing Line C,2025-07-28,2025-07-30,July,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1104,Employee_0522,ID0522,Paraxylene,Processing Line B,2025-07-28,2025-07-30,July,Semarang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1105,Employee_0296,ID0296,SRU & IPAL,Processing Line B,2025-07-28,2025-07-30,July,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1106,Employee_0552,ID0552,RFCC,Processing Line C,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1107,Employee_0646,ID0646,Utilities RFCC,Processing Line C,2025-07-28,2025-07-30,July,Surabaya,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1108,Employee_0802,ID0802,Utilities,Processing Line C,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1109,Employee_0297,ID0297,SRU & IPAL,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1110,Employee_1052,ID1052,Maintenance Area 5,Electrical & Instrument Maintenance,2025-07-28,2025-07-30,July,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1111,Employee_0952,ID0952,Maintenance Area 1,Mechanical Maintenance Team,2025-07-28,2025-07-30,July,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1112,Employee_1102,ID1102,Maintenance Area 7,Electrical & Instrument Maintenance,2025-07-28,2025-07-30,July,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1113,Employee_1112,ID1112,Maintenance Area 7,Electrical & Instrument Maintenance,2025-07-28,2025-07-30,July,Cilacap,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1114,Employee_1457,ID1457,HC Business Partner,Human Capital & Talent,2025-07-28,2025-07-30,July,Bandung,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Female,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1115,Employee_0892,ID0892,Electrical & Instrument  Inspection,Maintenance Strategy & Planning,2025-07-28,2025-07-30,July,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1116,Employee_0907,ID0907,Electrical & Instrument  Inspection,Maintenance Strategy & Planning,2025-07-28,2025-07-30,July,Bandung,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1117,Employee_0891,ID0891,Electrical & Instrument  Inspection,Maintenance Strategy & Planning,2025-07-28,2025-07-30,July,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1118,Employee_0882,ID0882,Stationary &  Statutory Inspection,Maintenance Strategy & Planning,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1119,Employee_1420,ID1420,Inventory Control,Supply Chain & Procurement,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Female,SAP,Training,Supporting Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1120,Employee_0562,ID0562,RFCC,Processing Line C,2025-07-28,2025-07-30,July,Cilacap,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1121,Employee_0319,ID0319,SRU & IPAL,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1122,Employee_0343,ID0343,LOC I,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1123,Employee_0568,ID0568,RFCC,Processing Line C,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1124,Employee_0186,ID0186,Oil Movement 60 & NBM,Processing Line A,2025-07-28,2025-07-30,July,Bandung,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1125,Employee_0344,ID0344,LOC I,Processing Line B,2025-07-28,2025-07-30,July,Bandung,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1126,Employee_0437,ID0437,LOC III,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1127,Employee_0289,ID0289,SRU & IPAL,Processing Line B,2025-07-28,2025-07-30,July,Cilacap,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1128,Employee_0253,ID0253,Oil Movement 70,Processing Line A,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1129,Employee_0331,ID0331,LOC I,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1130,Employee_0499,ID0499,Paraxylene,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1131,Employee_1003,ID1003,Maintenance Area 3,Mechanical Maintenance Team,2025-07-28,2025-07-30,July,Bandung,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Maintenance Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1132,Employee_0440,ID0440,LOC III,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1133,Employee_0314,ID0314,SRU & IPAL,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1134,Employee_0354,ID0354,LOC I,Processing Line B,2025-07-28,2025-07-30,July,Cilacap,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1135,Employee_0318,ID0318,SRU & IPAL,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1136,Employee_0320,ID0320,SRU & IPAL,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1137,Employee_0187,ID0187,Oil Movement 60 & NBM,Processing Line A,2025-07-28,2025-07-30,July,Bandung,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1138,Employee_0606,ID0606,RFCC,Processing Line C,2025-07-28,2025-07-30,July,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1139,Employee_0247,ID0247,Oil Movement 70,Processing Line A,2025-07-28,2025-07-30,July,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1140,Employee_0565,ID0565,RFCC,Processing Line C,2025-07-28,2025-07-30,July,Cilacap,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1141,Employee_0742,ID0742,Utilities,Processing Line C,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1142,Employee_0548,ID0548,RFCC,Processing Line C,2025-07-28,2025-07-30,July,Semarang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1143,Employee_0463,ID0463,LOC III,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1144,Employee_1455,ID1455,HC Business Partner,Human Capital & Talent,2025-07-28,2025-07-28,July,Jakarta,1,4533,Sertifikasi Kader Norma Ketenagakerjaan,Staff,Male,SAP,Sertifikasi Kompetensi,Supporting Group,Certification,NULL,2025-07-28,7,2025,Aktif,NULL,NULL,False
1145,Employee_1239,ID1239,Laboratory,Engineering & Innovation,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,engineering Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1146,Employee_0058,ID0058,Fuel Oil Complex II,Processing Line A,2025-07-28,2025-07-28,July,Semarang,1,4533,Sertifikasi Kader Norma Ketenagakerjaan,Sr. Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,NULL,2025-07-28,7,2025,Aktif,NULL,NULL,False
1147,Employee_0115,ID0115,Fuel Oil Complex II,Processing Line A,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1148,Employee_0085,ID0085,Fuel Oil Complex II,Processing Line A,2025-07-28,2025-07-30,July,Purwokerto,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1149,Employee_0159,ID0159,Oil Movement 60 & NBM,Processing Line A,2025-07-28,2025-07-30,July,Yogyakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1150,Employee_0160,ID0160,Oil Movement 60 & NBM,Processing Line A,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1151,Employee_1465,ID1465,Communication & Relation,Corporate Services,2025-07-28,2025-07-28,July,Jakarta,1,4533,Sertifikasi Kader Norma Ketenagakerjaan,Staff,Male,SAP,Sertifikasi Kompetensi,Supporting Group,Certification,NULL,2025-07-28,7,2025,Aktif,NULL,NULL,False
1152,Employee_1437,ID1437,Warehousing,Supply Chain & Procurement,2025-07-28,2025-07-28,July,Palembang,1,4533,Sertifikasi Kader Norma Ketenagakerjaan,Staff,Female,SAP,Sertifikasi Kompetensi,Supporting Group,Certification,NULL,2025-07-28,7,2025,Aktif,NULL,NULL,False
1153,Employee_0273,ID0273,Oil Movement 70,Processing Line A,2025-07-28,2025-07-30,July,Semarang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1154,Employee_0399,ID0399,LOC II,Processing Line B,2025-07-28,2025-07-30,July,Palembang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1155,Employee_0381,ID0381,LOC II,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1156,Employee_0387,ID0387,LOC II,Processing Line B,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1157,Employee_0414,ID0414,LOC II,Processing Line B,2025-07-28,2025-07-30,July,Palembang,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1158,Employee_0485,ID0485,Paraxylene,Processing Line B,2025-07-28,2025-07-28,July,Jakarta,1,4533,Sertifikasi Kader Norma Ketenagakerjaan,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,NULL,2025-07-28,7,2025,Aktif,NULL,NULL,False
1159,Employee_0625,ID0625,Utilities RFCC,Processing Line C,2025-07-28,2025-07-30,July,Sungai Gerong,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1160,Employee_0626,ID0626,Utilities RFCC,Processing Line C,2025-07-28,2025-07-30,July,Jakarta,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
1161,Employee_0662,ID0662,GTO RFCC,Processing Line C,2025-07-28,2025-07-30,July,Surabaya,3,4724,Process Safety Asset Integrity Management System (PSAIMS) Awareness,Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-07-30,7,2025,Aktif,NULL,NULL,False
