record_id;id_pekerja;training_id;start_date;end_date;bulan;lokasi;dur;status;expire_date;month_ed;year_ed;sumber_data
508;ID1025;313;31/03/2025;31/03/2025;March;Purwokerto;1;Aktif;31/03/2025;3;2025;SAP
509;ID1025;4724;31/03/2025;31/03/2025;March;Cilacap;1;Aktif;31/03/2025;3;2025;SAP
510;ID1025;1303;31/03/2025;31/03/2025;March;Cilacap;1;Aktif;31/03/2025;3;2025;SAP
511;ID1025;4725;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
512;ID1025;591;31/03/2025;31/03/2025;March;Semarang;1;Aktif;31/03/2025;3;2025;SAP
513;ID1025;4724;31/03/2025;31/03/2025;March;Cilacap;1;Aktif;31/03/2025;3;2025;SAP
514;ID1025;889;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
515;ID1025;4724;31/03/2025;31/03/2025;March;Semarang;1;Aktif;31/03/2025;3;2025;SAP
516;ID1025;4724;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
517;ID1025;2276;31/03/2025;31/03/2025;March;Yogyakarta;1;Aktif;31/03/2025;3;2025;SAP
518;ID0706;3341;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
519;ID0715;3320;31/03/2025;31/03/2025;March;Bandung;1;Aktif;31/03/2025;3;2025;SAP
520;ID0715;4724;31/03/2025;31/03/2025;March;Yogyakarta;1;Aktif;31/03/2025;3;2025;SAP
521;ID1268;274;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
522;ID1214;7474;31/03/2025;31/03/2025;March;Bandung;1;Aktif;31/03/2025;3;2025;SAP
523;ID0768;6321;31/03/2025;31/03/2025;March;Palembang;1;Aktif;31/03/2025;3;2025;SAP
524;ID0768;184;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
525;ID0714;1089;31/03/2025;31/03/2025;March;Yogyakarta;1;Aktif;31/03/2025;3;2025;SAP
526;ID0714;1713;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
527;ID0714;2276;31/03/2025;31/03/2025;March;Bandung;1;Aktif;31/03/2025;3;2025;SAP
528;ID0745;6321;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
529;ID0745;543;31/03/2025;31/03/2025;March;Bandung;1;Aktif;31/03/2025;3;2025;SAP
530;ID0740;1713;31/03/2025;31/03/2025;March;Yogyakarta;1;Aktif;31/03/2025;3;2025;SAP
531;ID0740;274;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
532;ID0740;2276;31/03/2025;31/03/2025;March;Bandung;1;Aktif;31/03/2025;3;2025;SAP
533;ID1410;364;31/03/2025;31/03/2025;March;Bandung;1;Aktif;31/03/2025;3;2025;SAP
534;ID1441;1713;31/03/2025;31/03/2025;March;Bogor;1;Aktif;31/03/2025;3;2025;SAP
535;ID1441;71;31/03/2025;31/03/2025;March;Purwokerto;1;Aktif;31/03/2025;3;2025;SAP
536;ID0312;364;31/03/2025;31/03/2025;March;Jakarta;1;Aktif;31/03/2025;3;2025;SAP
537;ID1402;8196;15/06/2025;20/06/2025;June;Bandung;6;Aktif;20/06/2025;6;2025;SAP
538;ID1362;543;16/06/2025;22/06/2025;June;Yogyakarta;7;Aktif;22/06/2025;6;2025;SAP
539;ID1357;4032;16/06/2025;22/06/2025;June;Jakarta;7;Aktif;22/06/2025;6;2025;SAP
540;ID1361;6321;16/06/2025;22/06/2025;June;Jakarta;7;Aktif;22/06/2025;6;2025;SAP
541;ID1369;6321;16/06/2025;22/06/2025;June;Jakarta;7;Aktif;22/06/2025;6;2025;SAP
542;ID1377;4724;16/06/2025;22/06/2025;June;Jakarta;7;Aktif;22/06/2025;6;2025;SAP
543;ID1358;63;16/06/2025;22/06/2025;June;Jakarta;7;Aktif;22/06/2025;6;2025;SAP
544;ID0370;313;16/06/2025;19/06/2025;June;Jakarta;4;Aktif;19/06/2025;6;2025;SAP
545;ID0572;307;16/06/2025;19/06/2025;June;Jakarta;4;Aktif;19/06/2025;6;2025;SAP
546;ID0538;3418;16/06/2025;19/06/2025;June;Jakarta;4;Aktif;19/06/2025;6;2025;SAP
547;ID0370;313;20/06/2025;20/06/2025;June;Jakarta;1;Aktif;20/06/2028;6;2028;SAP
548;ID0572;449;20/06/2025;20/06/2025;June;Palembang;1;Aktif;20/06/2028;6;2028;SAP
549;ID0538;3419;20/06/2025;20/06/2025;June;Jakarta;1;Aktif;20/06/2028;6;2028;SAP
550;ID1362;449;23/06/2025;24/06/2025;June;Jakarta;2;Aktif;24/06/2028;6;2028;SAP
551;ID1357;2256;23/06/2025;24/06/2025;June;Jakarta;2;Aktif;24/06/2028;6;2028;SAP
552;ID1361;914;23/06/2025;24/06/2025;June;Cilacap;2;Aktif;24/06/2028;6;2028;SAP
553;ID1369;4666;23/06/2025;24/06/2025;June;Surabaya;2;Aktif;24/06/2028;6;2028;SAP
554;ID1377;4105;23/06/2025;24/06/2025;June;Cilacap;2;Aktif;24/06/2028;6;2028;SAP
555;ID1358;3338;23/06/2025;24/06/2025;June;Purwokerto;2;Aktif;24/06/2028;6;2028;SAP
556;ID0949;930;23/06/2025;24/06/2025;June;Jakarta;2;Aktif;24/06/2025;6;2025;SAP
557;ID1022;3739;23/06/2025;24/06/2025;June;0;2;Aktif;24/06/2025;6;2025;SAP
558;ID1452;3338;16/06/2025;16/06/2025;June;Jakarta;1;Aktif;16/06/2025;6;2025;SAP
559;ID1268;3321;16/06/2025;20/06/2025;June;Bandung;5;Aktif;20/06/2025;6;2025;SAP
560;ID0709;2298;16/06/2025;20/06/2025;June;Semarang;5;Aktif;20/06/2025;6;2025;SAP
561;ID1232;2298;16/06/2025;20/06/2025;June;Semarang;5;Aktif;20/06/2025;6;2025;SAP
562;ID0321;2298;16/06/2025;20/06/2025;June;Cirebon;5;Aktif;20/06/2025;6;2025;SAP
563;ID0588;2298;16/06/2025;20/06/2025;June;Semarang;5;Aktif;20/06/2025;6;2025;SAP
564;ID1359;1089;30/06/2025;06/07/2025;June;Jakarta;7;Aktif;06/07/2025;7;2025;SAP
565;ID1364;1089;30/06/2025;06/07/2025;June;Yogyakarta;7;Aktif;06/07/2025;7;2025;SAP
566;ID1375;1089;30/06/2025;06/07/2025;June;Jakarta;7;Aktif;06/07/2025;7;2025;SAP
567;ID1455;364;30/06/2025;01/07/2025;June;Bandung;2;Aktif;01/07/2025;7;2025;SAP
568;ID1310;53;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;SAP
569;ID1360;1089;30/06/2025;06/07/2025;June;Jakarta;7;Aktif;06/07/2025;7;2025;SAP
570;ID1363;1089;30/06/2025;06/07/2025;June;Jakarta;7;Aktif;06/07/2025;7;2025;SAP
571;ID1367;1089;30/06/2025;06/07/2025;June;Jakarta;7;Aktif;06/07/2025;7;2025;SAP
572;ID1355;1089;30/06/2025;06/07/2025;June;Jakarta;7;Aktif;06/07/2025;7;2025;SAP
573;ID1356;1089;30/06/2025;06/07/2025;June;Jakarta;7;Aktif;06/07/2025;7;2025;SAP
574;ID0511;52;30/06/2025;02/07/2025;June;Bandung;3;Aktif;02/07/2025;7;2025;SAP
575;ID0651;53;30/06/2025;02/07/2025;June;Bandung;3;Aktif;02/07/2025;7;2025;SAP
576;ID0847;364;30/06/2025;01/07/2025;June;Jakarta;2;Aktif;01/07/2025;7;2025;SAP
577;ID0981;364;30/06/2025;01/07/2025;June;Jakarta;2;Aktif;01/07/2025;7;2025;SAP
578;ID1341;364;30/06/2025;01/07/2025;June;Jakarta;2;Aktif;01/07/2025;7;2025;SAP
579;ID1468;364;30/06/2025;01/07/2025;June;Jakarta;2;Aktif;01/07/2025;7;2025;SAP
580;ID0695;889;02/07/2025;04/07/2025;July;Semarang;3;Aktif;04/07/2028;7;2028;SAP
581;ID1345;889;02/07/2025;04/07/2025;July;Jakarta;3;Aktif;04/07/2028;7;2028;SAP
582;ID1383;889;02/07/2025;04/07/2025;July;Jakarta;3;Aktif;04/07/2028;7;2028;SAP
583;ID0687;889;02/07/2025;04/07/2025;July;Jakarta;3;Aktif;04/07/2028;7;2028;SAP
584;ID0009;889;02/07/2025;04/07/2025;July;Bandung;3;Aktif;04/07/2028;7;2028;SAP
585;ID1429;889;02/07/2025;04/07/2025;July;Cilacap;3;Aktif;04/07/2028;7;2028;SAP
586;ID1310;308;03/07/2025;03/07/2025;July;Purwokerto;1;Aktif;03/07/2028;7;2028;SAP
587;ID0531;336;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2028;7;2028;SAP
588;ID0511;307;03/07/2025;03/07/2025;July;Jakarta;1;Aktif;03/07/2028;7;2028;SAP
589;ID0651;308;03/07/2025;03/07/2025;July;Bandung;1;Aktif;03/07/2028;7;2028;SAP
590;ID1176;336;03/07/2025;04/07/2025;July;Yogyakarta;2;Aktif;04/07/2028;7;2028;SAP
591;ID1359;1090;07/07/2025;08/07/2025;July;Jakarta;2;Aktif;08/07/2028;7;2028;SAP
592;ID1364;1090;07/07/2025;08/07/2025;July;Purwokerto;2;Aktif;08/07/2028;7;2028;SAP
593;ID1375;1090;07/07/2025;08/07/2025;July;Cirebon;2;Aktif;08/07/2028;7;2028;SAP
594;ID1234;184;07/07/2025;09/07/2025;July;Cilacap;3;Aktif;09/07/2025;7;2025;SAP
595;ID1360;1090;07/07/2025;08/07/2025;July;Jakarta;2;Aktif;08/07/2028;7;2028;SAP
596;ID1363;1090;07/07/2025;08/07/2025;July;Jakarta;2;Aktif;08/07/2028;7;2028;SAP
597;ID1367;1090;07/07/2025;08/07/2025;July;Bandung;2;Aktif;08/07/2028;7;2028;SAP
598;ID1355;1090;07/07/2025;08/07/2025;July;Bandung;2;Aktif;08/07/2028;7;2028;SAP
599;ID1356;1090;07/07/2025;08/07/2025;July;Jakarta;2;Aktif;08/07/2028;7;2028;SAP
600;ID0589;103;07/07/2025;09/07/2025;July;Jakarta;3;Aktif;09/07/2025;7;2025;SAP
601;ID0883;103;07/07/2025;09/07/2025;July;Cilacap;3;Aktif;09/07/2025;7;2025;SAP
602;ID0851;364;07/07/2025;08/07/2025;July;Yogyakarta;2;Aktif;08/07/2025;7;2025;SAP
603;ID1179;184;07/07/2025;09/07/2025;July;Cilacap;3;Aktif;09/07/2025;7;2025;SAP
604;ID1177;184;07/07/2025;09/07/2025;July;Jakarta;3;Aktif;09/07/2025;7;2025;SAP
605;ID1251;184;07/07/2025;09/07/2025;July;Bandung;3;Aktif;09/07/2025;7;2025;SAP
606;ID0011;364;07/07/2025;08/07/2025;July;Bandung;2;Aktif;08/07/2025;7;2025;SAP
607;ID0001;1456;08/07/2025;08/07/2025;July;Jakarta;1;Aktif;08/07/2028;7;2028;SAP
608;ID0007;1456;08/07/2025;08/07/2025;July;Jakarta;1;Aktif;08/07/2028;7;2028;SAP
609;ID0705;1456;08/07/2025;08/07/2025;July;Bandung;1;Aktif;08/07/2028;7;2028;SAP
610;ID0056;1456;08/07/2025;08/07/2025;July;Semarang;1;Aktif;08/07/2028;7;2028;SAP
611;ID0815;1456;08/07/2025;08/07/2025;July;Jakarta;1;Aktif;08/07/2028;7;2028;SAP
612;ID1334;1456;08/07/2025;08/07/2025;July;Jakarta;1;Aktif;08/07/2028;7;2028;SAP
613;ID0901;1456;08/07/2025;08/07/2025;July;Purwokerto;1;Aktif;08/07/2028;7;2028;SAP
614;ID1474;1456;08/07/2025;08/07/2025;July;Jakarta;1;Aktif;08/07/2028;7;2028;SAP
615;ID0814;1456;08/07/2025;08/07/2025;July;Purwokerto;1;Aktif;08/07/2028;7;2028;SAP
616;ID0821;1456;08/07/2025;08/07/2025;July;Jakarta;1;Aktif;08/07/2028;7;2028;SAP
617;ID0589;322;10/07/2025;10/07/2025;July;Bali;1;Aktif;10/07/2028;7;2028;SAP
618;ID0883;322;10/07/2025;10/07/2025;July;Palembang;1;Aktif;10/07/2028;7;2028;SAP
619;ID0969;1522;10/07/2025;10/07/2025;July;Jakarta;1;Aktif;10/07/2025;7;2025;SAP
620;ID0661;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
621;ID0348;543;26/05/2025;28/05/2025;May;Bandung;3;Aktif;28/05/2025;5;2025;HC
622;ID0647;543;26/05/2025;28/05/2025;May;Purwokerto;3;Aktif;28/05/2025;5;2025;HC
623;ID0529;543;26/05/2025;28/05/2025;May;Purwokerto;3;Aktif;28/05/2025;5;2025;HC
624;ID0732;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
625;ID0389;543;26/05/2025;28/05/2025;May;Cilacap;3;Aktif;28/05/2025;5;2025;HC
626;ID1326;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
627;ID0133;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
628;ID0788;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
629;ID0526;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
630;ID0119;543;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;HC
631;ID0340;543;26/05/2025;28/05/2025;May;Bogor;3;Aktif;28/05/2025;5;2025;HC
632;ID0566;543;26/05/2025;28/05/2025;May;Purwokerto;3;Aktif;28/05/2025;5;2025;HC
633;ID0648;543;26/05/2025;28/05/2025;May;Malaysia;3;Aktif;28/05/2025;5;2025;HC
634;ID0581;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
635;ID0813;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
636;ID0094;543;26/05/2025;28/05/2025;May;Bandung;3;Aktif;28/05/2025;5;2025;HC
637;ID1489;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
638;ID0054;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
639;ID0623;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
640;ID0311;543;26/05/2025;28/05/2025;May;Semarang;3;Aktif;28/05/2025;5;2025;HC
641;ID0457;543;26/05/2025;28/05/2025;May;Bandung;3;Aktif;28/05/2025;5;2025;HC
642;ID0456;543;26/05/2025;28/05/2025;May;Purwokerto;3;Aktif;28/05/2025;5;2025;HC
643;ID0390;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
644;ID0500;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
645;ID0055;543;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2025;5;2025;HC
646;ID0554;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
647;ID0637;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
648;ID0666;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
649;ID0567;543;26/05/2025;28/05/2025;May;Cilacap;3;Aktif;28/05/2025;5;2025;HC
650;ID0010;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
651;ID0790;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
652;ID0052;543;26/05/2025;28/05/2025;May;Cilacap;3;Aktif;28/05/2025;5;2025;HC
653;ID0665;543;26/05/2025;28/05/2025;May;Bandung;3;Aktif;28/05/2025;5;2025;HC
654;ID0671;543;26/05/2025;28/05/2025;May;Cilacap;3;Aktif;28/05/2025;5;2025;HC
655;ID0550;543;26/05/2025;28/05/2025;May;Purwokerto;3;Aktif;28/05/2025;5;2025;HC
656;ID0490;543;26/05/2025;28/05/2025;May;Cilacap;3;Aktif;28/05/2025;5;2025;HC
657;ID0310;543;26/05/2025;28/05/2025;May;Cilacap;3;Aktif;28/05/2025;5;2025;HC
658;ID0135;543;26/05/2025;28/05/2025;May;Semarang;3;Aktif;28/05/2025;5;2025;HC
659;ID0774;543;26/05/2025;28/05/2025;May;Jakarta;3;Aktif;28/05/2025;5;2025;HC
660;ID0002;1456;03/05/2025;03/05/2025;May;Yogyakarta;1;Aktif;03/05/2028;5;2028;SAP
661;ID0839;1456;03/05/2025;03/05/2025;May;Semarang;1;Aktif;03/05/2028;5;2028;SAP
662;ID1318;1456;03/05/2025;03/05/2025;May;Bandung;1;Aktif;03/05/2028;5;2028;SAP
663;ID1273;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
664;ID1343;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
665;ID1299;1456;03/05/2025;03/05/2025;May;Bogor;1;Aktif;03/05/2028;5;2028;SAP
666;ID1323;1456;03/05/2025;03/05/2025;May;Purwokerto;1;Aktif;03/05/2028;5;2028;SAP
667;ID1307;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
668;ID1276;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
669;ID1290;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
670;ID1310;1456;03/05/2025;03/05/2025;May;Purwokerto;1;Aktif;03/05/2028;5;2028;SAP
671;ID1294;1456;03/05/2025;03/05/2025;May;Purwokerto;1;Aktif;03/05/2028;5;2028;SAP
672;ID1279;1456;03/05/2025;03/05/2025;May;Palembang;1;Aktif;03/05/2028;5;2028;SAP
673;ID0847;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
674;ID0878;1456;03/05/2025;03/05/2025;May;Yogyakarta;1;Aktif;03/05/2028;5;2028;SAP
675;ID1297;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
676;ID0837;1456;03/05/2025;03/05/2025;May;Purwokerto;1;Aktif;03/05/2028;5;2028;SAP
677;ID1061;1456;03/05/2025;03/05/2025;May;Purwokerto;1;Aktif;03/05/2028;5;2028;SAP
678;ID0922;1456;03/05/2025;03/05/2025;May;Jakarta;1;Aktif;03/05/2028;5;2028;SAP
679;ID1464;7443;05/05/2025;07/05/2025;May;Yogyakarta;3;Aktif;07/05/2025;5;2025;SAP
680;ID1350;7443;05/05/2025;07/05/2025;May;Jakarta;3;Aktif;07/05/2025;5;2025;SAP
681;ID1452;7443;05/05/2025;07/05/2025;May;Jakarta;3;Aktif;07/05/2025;5;2025;SAP
682;ID0007;7443;05/05/2025;07/05/2025;May;Jakarta;3;Aktif;07/05/2025;5;2025;SAP
683;ID1486;7443;05/05/2025;07/05/2025;May;Jakarta;3;Aktif;07/05/2025;5;2025;SAP
684;ID0278;7443;05/05/2025;07/05/2025;May;Jakarta;3;Aktif;07/05/2025;5;2025;SAP
685;ID1433;4633;22/05/2025;23/05/2025;May;Cilacap;2;Aktif;23/05/2025;5;2025;SAP
686;ID1382;4633;22/05/2025;23/05/2025;May;Jakarta;2;Aktif;23/05/2025;5;2025;SAP
687;ID1447;3327;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
688;ID0689;3152;31/05/2025;31/05/2025;May;Palembang;1;Aktif;31/05/2025;5;2025;SAP
689;ID0708;7454;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
690;ID0708;3330;31/05/2025;31/05/2025;May;Cilacap;1;Aktif;31/05/2025;5;2025;SAP
691;ID1307;7454;31/05/2025;31/05/2025;May;Cilacap;1;Aktif;31/05/2025;5;2025;SAP
692;ID1306;3326;31/05/2025;31/05/2025;May;Bogor;1;Aktif;31/05/2025;5;2025;SAP
693;ID0163;3152;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
694;ID0250;3152;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
695;ID0408;2622;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
696;ID0408;2703;31/05/2025;31/05/2025;May;Palembang;1;Aktif;31/05/2025;5;2025;SAP
697;ID0408;7454;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
698;ID0434;7454;31/05/2025;31/05/2025;May;Palembang;1;Aktif;31/05/2025;5;2025;SAP
699;ID0460;3330;31/05/2025;31/05/2025;May;0;1;Aktif;31/05/2025;5;2025;SAP
700;ID0460;3152;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
701;ID0370;3326;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
702;ID0614;3332;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
703;ID0614;926;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
704;ID0614;939;31/05/2025;31/05/2025;May;Magelang;1;Aktif;31/05/2025;5;2025;SAP
705;ID0614;940;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
706;ID0614;914;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
707;ID0615;3335;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
708;ID0615;3152;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
709;ID0636;922;31/05/2025;31/05/2025;May;Bandung;1;Aktif;31/05/2025;5;2025;SAP
710;ID0636;927;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
711;ID0636;3319;31/05/2025;31/05/2025;May;Cirebon;1;Aktif;31/05/2025;5;2025;SAP
712;ID0636;5094;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
713;ID0636;930;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
714;ID0636;2622;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
715;ID0636;3738;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
716;ID0636;939;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
717;ID0636;938;31/05/2025;31/05/2025;May;Semarang;1;Aktif;31/05/2025;5;2025;SAP
718;ID0636;940;31/05/2025;31/05/2025;May;Semarang;1;Aktif;31/05/2025;5;2025;SAP
719;ID0636;3321;31/05/2025;31/05/2025;May;Bandung;1;Aktif;31/05/2025;5;2025;SAP
720;ID0636;3333;31/05/2025;31/05/2025;May;Surabaya;1;Aktif;31/05/2025;5;2025;SAP
721;ID0636;3421;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
722;ID0636;914;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
723;ID0636;3418;31/05/2025;31/05/2025;May;Cirebon;1;Aktif;31/05/2025;5;2025;SAP
724;ID0636;3323;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
725;ID0636;3324;31/05/2025;31/05/2025;May;Semarang;1;Aktif;31/05/2025;5;2025;SAP
726;ID0636;6676;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
727;ID0636;6677;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
728;ID0636;4666;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
729;ID0636;3326;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
730;ID0636;2703;31/05/2025;31/05/2025;May;Bandung;1;Aktif;31/05/2025;5;2025;SAP
731;ID0636;3420;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
732;ID0636;4104;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
733;ID0636;7454;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
734;ID0648;922;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
735;ID0648;927;31/05/2025;31/05/2025;May;Surabaya;1;Aktif;31/05/2025;5;2025;SAP
736;ID0648;926;31/05/2025;31/05/2025;May;Semarang;1;Aktif;31/05/2025;5;2025;SAP
737;ID0648;930;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
738;ID0648;939;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
739;ID0648;938;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
740;ID0648;940;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
741;ID0648;914;31/05/2025;31/05/2025;May;Bandung;1;Aktif;31/05/2025;5;2025;SAP
742;ID0648;925;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
743;ID1155;7454;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
744;ID1049;7454;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
745;ID0664;3319;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
746;ID0792;3335;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
747;ID0795;2622;31/05/2025;31/05/2025;May;Palembang;1;Aktif;31/05/2025;5;2025;SAP
748;ID0795;3322;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
749;ID1460;7454;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
750;ID1460;3330;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
751;ID0557;2622;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
752;ID0557;3421;31/05/2025;31/05/2025;May;Yogyakarta;1;Aktif;31/05/2025;5;2025;SAP
753;ID0557;3418;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
754;ID0557;3324;31/05/2025;31/05/2025;May;Bandung;1;Aktif;31/05/2025;5;2025;SAP
755;ID0557;7454;31/05/2025;31/05/2025;May;Bandung;1;Aktif;31/05/2025;5;2025;SAP
756;ID0457;3738;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;SAP
757;ID0457;7454;31/05/2025;31/05/2025;May;Purwokerto;1;Aktif;31/05/2025;5;2025;SAP
758;ID1425;3780;02/06/2025;04/06/2025;June;Jakarta;3;Aktif;04/06/2025;6;2025;SAP
759;ID1397;342;23/06/2025;24/06/2025;June;Jakarta;2;Aktif;24/06/2028;6;2028;SAP
760;ID0517;342;23/06/2025;24/06/2025;June;Cilacap;2;Aktif;24/06/2028;6;2028;SAP
761;ID0471;342;23/06/2025;24/06/2025;June;Palembang;2;Aktif;24/06/2028;6;2028;SAP
762;ID0532;342;23/06/2025;24/06/2025;June;Jakarta;2;Aktif;24/06/2028;6;2028;SAP
763;ID1401;2298;07/07/2025;11/07/2025;July;Semarang;5;Aktif;11/07/2025;7;2025;SAP
