record_id;id_pekerja;training_id;jenis_pelatihan;layering;skill_group;educational_establishment;start_date;end_date;bulan;lokasi;dur;status;expire_date;month_ed;year_ed;nama_lembaga_sertifikasi;tgl_terima_sertifikat;sumber_data
ET00950;ID0149;126;Technical Training;Jr. Staff;Production Group;Training;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;;;SAP
ET00951;ID0596;926;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00952;ID0167;126;Technical Training;Jr. Staff;Production Group;Training;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;;;SAP
ET00953;ID0747;7454;HSSE Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00954;ID1399;7454;HSSE Training;Staff;HSSE Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00955;ID0123;7454;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00956;ID0524;3331;HSSE Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00957;ID0171;7454;HSSE Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00958;ID0171;915;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00959;ID0171;924;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00960;ID0171;3328;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00961;ID0171;3419;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00962;ID1406;927;Technical Training;Sr. Staff;Supporting Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00963;ID0267;126;Technical Training;Staff;Production Group;Training;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;;;SAP
ET00964;ID0335;3321;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00965;ID0375;930;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00966;ID0378;7454;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00967;ID0378;925;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00968;ID0400;3321;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00969;ID0448;7454;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00970;ID0480;126;Technical Training;Jr. Staff;Production Group;Training;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;;;SAP
ET00971;ID0484;126;Technical Training;Jr. Staff;Production Group;Training;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;;;SAP
ET00972;ID0502;126;Technical Training;Jr. Staff;Production Group;Training;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;;;SAP
ET00973;ID0579;3334;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00974;ID0579;3332;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00975;ID0586;3341;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00976;ID0586;3328;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00977;ID0586;3337;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00978;ID0586;3332;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00979;ID0586;3339;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00980;ID0586;3340;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00981;ID0614;920;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00982;ID0614;3322;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00983;ID0614;936;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00984;ID0614;922;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00985;ID0614;930;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00986;ID0614;3321;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00987;ID0614;3324;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00988;ID0614;3326;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00989;ID0636;4076;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00990;ID0640;7454;HSSE Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00991;ID0658;7454;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00992;ID0658;3339;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00993;ID0682;7454;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00994;ID0682;4105;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00995;ID0682;3332;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00996;ID0682;5094;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00997;ID0682;6676;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00998;ID0682;3326;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET00999;ID0682;2703;Technical Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01000;ID0692;7454;HSSE Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01001;ID0965;2622;HSSE Training;Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01002;ID0965;3421;Technical Training;Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01003;ID0963;7454;HSSE Training;Jr. Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01004;ID0963;3331;HSSE Training;Jr. Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01005;ID0963;3419;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01006;ID0963;927;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01007;ID0963;2703;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01008;ID1024;925;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01009;ID1069;7454;HSSE Training;Jr. Staff;Maintenance Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01010;ID0714;7454;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01011;ID0746;7454;HSSE Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01012;ID0746;4664;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01013;ID0746;4665;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01014;ID0746;6538;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01015;ID0746;3332;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01016;ID0746;5094;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01017;ID0746;3418;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01018;ID1342;3418;Technical Training;Executive;Supporting Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01019;ID0041;7454;HSSE Training;Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01020;ID0557;3330;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/06/2025;30/06/2025;June;Jakarta;1;Aktif;30/06/2025;6;2025;;;SAP
ET01021;ID0179;126;Technical Training;Jr. Staff;Production Group;Training;30/06/2025;02/07/2025;June;Jakarta;3;Aktif;02/07/2025;7;2025;;;SAP
ET01022;ID0149;329;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2025;7;2025;;;SAP
ET01023;ID0167;329;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2025;7;2025;;;SAP
ET01024;ID0267;329;Certification;Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2025;7;2025;;;SAP
ET01025;ID0480;329;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2025;7;2025;;;SAP
ET01026;ID0484;329;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2025;7;2025;;;SAP
ET01027;ID0502;329;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2025;7;2025;;;SAP
ET01028;ID0179;329;Certification;Jr. Staff;Production Group;Sertifikasi Kompetensi;03/07/2025;04/07/2025;July;Jakarta;2;Aktif;04/07/2025;7;2025;;;SAP
ET01029;ID1046;1303;Technical Training;Jr. Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01030;ID1353;1303;Technical Training;Staff;HSSE Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01031;ID1473;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01032;ID1455;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01033;ID1343;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01034;ID0834;1303;Technical Training;Staff;engineering Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01035;ID0058;1303;Technical Training;Sr. Staff;Production Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01036;ID1315;1303;Technical Training;Staff;engineering Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01037;ID0224;1303;Technical Training;Sr. Staff;Production Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01038;ID1384;1303;Technical Training;Staff;HSSE Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01039;ID1465;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01040;ID1437;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01041;ID1419;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01042;ID0288;1303;Technical Training;Jr. Staff;Production Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01043;ID0485;1303;Technical Training;Jr. Staff;Production Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01044;ID0533;1303;Technical Training;Sr. Staff;Production Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01045;ID0827;1303;Technical Training;Staff;engineering Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01046;ID1008;1303;Technical Training;Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01047;ID0850;1303;Technical Training;Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01048;ID1156;1303;Technical Training;Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01049;ID1167;1303;Technical Training;Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01050;ID1340;1303;Technical Training;Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01051;ID1064;1303;Technical Training;Jr. Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01052;ID1124;1303;Technical Training;Jr. Staff;Maintenance Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01053;ID0707;1303;Technical Training;Sr. Staff;Production Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01054;ID1462;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01055;ID1459;1303;Technical Training;Staff;Supporting Group;Training;07/07/2025;16/07/2025;July;Jakarta;10;Aktif;16/07/2025;7;2025;;;SAP
ET01056;ID0019;3409;HSSE Training;Jr. Staff;Production Group;Training;07/07/2025;10/07/2025;July;Jakarta;4;Aktif;10/07/2025;7;2025;;;SAP
ET01057;ID1312;4724;HSSE Training;Staff;engineering Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01058;ID1438;4724;HSSE Training;Jr. Staff;Supporting Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01059;ID1353;4533;Certification;Staff;HSSE Group;Sertifikasi Kompetensi;28/07/2025;28/07/2025;July;Semarang;1;Aktif;28/07/2025;7;2025;;;SAP
ET01060;ID1409;4724;HSSE Training;Staff;Supporting Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01061;ID0188;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01062;ID0182;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01063;ID0653;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01064;ID0522;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01065;ID0296;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01066;ID0552;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01067;ID0646;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01068;ID0802;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01069;ID0297;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01070;ID1052;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01071;ID0952;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01072;ID1102;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01073;ID1112;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01074;ID1457;4724;HSSE Training;Staff;Supporting Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01075;ID0892;4724;HSSE Training;Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01076;ID0907;4724;HSSE Training;Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01077;ID0891;4724;HSSE Training;Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01078;ID0882;4724;HSSE Training;Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01079;ID1420;4724;HSSE Training;Staff;Supporting Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01080;ID0562;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01081;ID0319;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01082;ID0343;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01083;ID0568;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01084;ID0186;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01085;ID0344;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01086;ID0437;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01087;ID0289;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01088;ID0253;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01089;ID0331;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01090;ID0499;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01091;ID1003;4724;HSSE Training;Jr. Staff;Maintenance Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01092;ID0440;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01093;ID0314;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01094;ID0354;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01095;ID0318;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01096;ID0320;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01097;ID0187;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01098;ID0606;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01099;ID0247;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01100;ID0565;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01101;ID0742;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01102;ID0548;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01103;ID0463;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01104;ID1455;4533;Certification;Staff;Supporting Group;Sertifikasi Kompetensi;28/07/2025;28/07/2025;July;Semarang;1;Aktif;28/07/2025;7;2025;;;SAP
ET01105;ID1239;4724;HSSE Training;Jr. Staff;engineering Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01106;ID0058;4533;Certification;Sr. Staff;Production Group;Sertifikasi Kompetensi;28/07/2025;28/07/2025;July;Semarang;1;Aktif;28/07/2025;7;2025;;;SAP
ET01107;ID0115;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01108;ID0085;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01109;ID0159;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01110;ID0160;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01111;ID1465;4533;Certification;Staff;Supporting Group;Sertifikasi Kompetensi;28/07/2025;28/07/2025;July;Semarang;1;Aktif;28/07/2025;7;2025;;;SAP
ET01112;ID1437;4533;Certification;Staff;Supporting Group;Sertifikasi Kompetensi;28/07/2025;28/07/2025;July;Semarang;1;Aktif;28/07/2025;7;2025;;;SAP
ET01113;ID0273;4724;HSSE Training;Jr. Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
ET01114;ID0399;4724;HSSE Training;Staff;Production Group;Training;28/07/2025;30/07/2025;July;Cilacap;3;Aktif;30/07/2025;7;2025;;;SAP
